["楼层", "用户ID", "用户名", "性别", "评论内容", "点赞数", "回复数", "评论时间"][177, "13417356", "铿爷爱睇戏", "男", "1天100集，6天扫完", 8, 3, "2018-01-22 15:14:24"]
[492, "27789695", "入侵者必亡", "保密", "本来一时兴起想学python，结果听linux听上瘾，2倍速一口气54集，不得不说讲的浅显易懂，非常的赞", 4, 0, "2018-07-09 00:56:37"]
[481, "10702961", "DCFilms", "男", "有谁知道这个老师叫什么吗 讲的太好了", 4, 0, "2018-07-04 14:05:06"]
[476, "307320904", "StevenVI", "保密", "谁有视频里的笔记分享一下呗", 4, 0, "2018-06-27 12:01:23"]
[469, "10772956", "pdeng", "保密", "讲得真好 ~", 4, 0, "2018-06-23 21:22:35"]
[417, "35053338", "Vencent1999", "男", "满脑子“老师先暂停一下”", 4, 1, "2018-06-04 16:11:31"]
[369, "5206568", "彩雲國物語", "保密", "2018-5-22 21:04 打卡 新学习 P31～P71", 4, 1, "2018-05-22 21:05:14"]
[352, "302185278", "扛着向日葵的汉子", "保密", "400打卡，蜗牛前行（￣▽￣）", 4, 0, "2018-05-12 09:23:01"]
[345, "53277678", "Juaran", "保密", "Linux真是好玩，大家不要看一百节的Linux，但这仅仅是三天需要学完的，加油吧，后面四百节12天学好。因为自学，没有学习方向摸索前进，然后爬虫，越深入越吃力越迷茫找不到方向，回来打好基础，以传智的这一套Python基础到web到爬虫为学习方向，春宵苦短，少年前进吧。", 4, 1, "2018-05-05 23:53:51"]
[317, "42397869", "佐罗宾汉", "男", "真正的良心教程，好东西", 4, 0, "2018-04-18 22:20:09"]
[206, "19448804", "9e7s0j4f", "保密", "每集开头的“接下来！”hhhhhh笑死我了", 4, 0, "2018-02-08 11:42:48"]
[151, "24464743", "宁骑-07", "男", "B战程序员估计也会偷偷的看...", 4, 0, "2018-01-04 16:33:32"]
[62, "30329546", "许哲桂", "保密", "大哥，先教下装在windows的pythoy呀！不然没得操作（￣へ￣）辛苦了", 4, 3, "2017-09-17 21:30:28"]
[36, "14407415", "Enchantid", "男", "收藏了也投币了，会不会看就看天意了( ´_ゝ｀)", 4, 0, "2017-09-09 11:34:18"]
[1554, "277211863", "呀哈啊嘿", "男", "谁有这个老师讲的就业班教Python的资源吗，感觉讲的可好(✪▽✪)。", 4, 0, "2019-04-09 10:46:31"]
[1345, "20997462", "推銷廣東香蕉", "男", "看完打卡，以为两倍速一星期就能看完，结果复习加练习花了一个月", 4, 1, "2019-03-12 13:00:27"]
[1153, "381915854", "风吹屁屁凉呀哦", "保密", "感觉比什么淘宝上卖的24期讲的要好", 4, 1, "2019-01-28 00:06:01"]
[1069, "103427546", "世家达", "保密", "如果对源码感兴趣的胖友，可以访问~\n\nhttp://www.iocoder.cn?bilibili&amp;python", 4, 0, "2019-01-16 19:07:04"]
[1024, "110821950", "我是追风筝的人", "男", "需要课件及就业班视频资料的联系我(⌒▽⌒)", 4, 11, "2019-01-06 00:01:50"]
[917, "92549342", "爱打自己的小飞机", "保密", "老师就这么暂停一下 暂停一下 一上午 就看完了40p", 4, 0, "2018-12-08 12:36:19"]
[727, "52859287", "我爱学生妹_", "保密", "一天上百集系列", 4, 0, "2018-10-17 09:53:07"]
[615, "81479152", "FucTu", "保密", "别被开头的那句话骗了，还是看学历，不然人家hr瞄都不瞄你一眼", 4, 2, "2018-08-29 19:57:14"]
[611, "22422242", "一年前我是个个性少年", "男", "为什么只有536集?????不是600集?", 4, 1, "2018-08-28 09:27:53"]
[595, "241402905", "cos_mopolitan", "保密", "看到还有这么多人跟我一起学习，我就放心了。", 4, 0, "2018-08-20 17:20:13"]
[589, "268541202", "暗黑圣文", "男", "这一集就几分钟 还分五百多集 有必要吗？", 4, 0, "2018-08-18 12:20:35"]
[572, "68032625", "_小奶哥哥", "保密", "8.13号开始打12号的卡，凌晨还有2个人在学习，今天到16p，希望每天都能看一天，在家不会废_(:3」∠)_", 3, 4, "2018-08-13 00:11:22"]
[570, "296036767", "誓约void", "男", "点赞，投币，收藏，退出[2233娘_喝水]", 3, 0, "2018-08-08 15:01:49"]
[551, "332848886", "三室两厅一人", "男", "有没有开学考二级python的战友←_←→_→", 3, 5, "2018-08-01 14:35:42"]
[538, "16562593", "死后的上帝啊", "保密", "先收藏了，明天再来，晚安", 3, 0, "2018-07-27 23:51:44"]
[485, "44449881", "橙汁加梨", "保密", "讲的很好，很符合我所认为的信息传达方式", 3, 0, "2018-07-05 19:02:02"]
[466, "24653372", "Hyu丶丶", "保密", "python从入门到入土", 3, 0, "2018-06-21 23:24:53"]
[448, "156879185", "_奇迹君_", "男", "2018年6月16日11点27分                     那个萌新和我一起学python，最好成都的初中男生qwq", 3, 1, "2018-06-16 23:27:32"]
[427, "4752389", "风见_一姬", "女", "6月9日00：30 318", 3, 0, "2018-06-09 00:29:00"]
[407, "302185278", "扛着向日葵的汉子", "保密", "426心如磐石不动如山，儿童节快乐(●￣(ｴ)￣●)", 3, 0, "2018-06-01 18:02:37"]
[358, "13651987", "小呀么小凶许呀", "男", "打卡 61集", 3, 0, "2018-05-16 05:40:28"]
[323, "302185278", "扛着向日葵的汉子", "保密", "300打卡，gogogo(°∀°)ﾉ", 3, 0, "2018-04-20 23:20:16"]
[297, "3099058", "怪力笨蛋", "男", "有谁有视频中的课件吗？", 3, 0, "2018-04-14 16:59:03"]
[286, "898496", "Lendme", "男", "妈蛋 我这边培训的老师还不如这老师讲的细 讲的好", 3, 0, "2018-04-12 00:18:47"]
[273, "10543507", "偷到爱情的小孩", "男", "仅仅是基础班+就业班前两天的视频（￣▽￣）", 3, 0, "2018-04-05 09:56:47"]
[250, "26042596", "菠蘿の海", "男", "真的是0基础教程，老师讲的挺不错的，前一半是Ubuntu后一半是Python，都看了的话很实用\n不过我推荐1.5倍速来看就是了（￣▽￣）", 3, 0, "2018-03-17 17:43:16"]
[240, "11890838", "即墨江山", "男", "python从入门到入坟", 3, 0, "2018-03-11 01:23:24"]
[237, "110725790", "终究还是成了春学家", "男", "虽然连着看久了很困，可的确是非常不错的教程，超赞的", 3, 0, "2018-03-07 21:02:52"]
[1148, "315433773", "esn123", "保密", "请问一下各位大佬，加黑马程序员QQ后怎么领取配套资源和源码材料", 3, 0, "2019-01-26 19:59:04"]
[1145, "294095782", "乂统天下", "保密", "* 在默认情况下，`print` 函数输出内容之后，会自动在内容末尾增加换行\n* 如果不希望末尾增加换行，可以在 `print` 函数输出内容的后面增加 `, end=&#34;&#34;`\n* 其中 `&#34;&#34;` 中间可以指定 `print` 函数输出内容之后，继续希望显示的内容\n\nLY_03", 3, 0, "2019-01-26 15:04:19"]
[1142, "294095782", "乂统天下", "保密", "选中一段代码后按 tab键：整体缩进\n选中一段代码后按 shift+tab键：整体向左缩进（反缩进）\n\nLY_01", 3, 0, "2019-01-26 11:27:29"]
[1140, "39665558", "偶尔有点小迷糊", "保密", "这可能就是传说中的从入门到放弃系列吧。。。不过，在这提及自己的Python教程会不会被打？6岁到60岁的都能看懂（￣▽￣） av41565264", 3, 0, "2019-01-25 22:43:48"]
[1127, "21232405", "jsdyhnh1996", "男", "用虚拟机看b站是真的爽！！！", 3, 0, "2019-01-24 16:18:56"]
[1125, "177165117", "lyqycwyqr", "女", "换句话卡路里含量呵呵很厉害", 3, 0, "2019-01-24 09:44:09"]
[1123, "21232405", "jsdyhnh1996", "男", "请问有讲义吗", 3, 0, "2019-01-23 18:15:06"]
[1099, "368091051", "伏拜阳明", "男", "请问这套视频需要像小甲鱼那样还要浏览小甲鱼自己的网站吗？", 3, 0, "2019-01-20 16:55:27"]
[1056, "4499102", "HsiaoTsiPei", "保密", "视频开始之前 老师先暂停一下[小电视_笑]", 3, 0, "2019-01-14 23:43:58"]
